BankCode,Bank Name,Branch,MICR,IFSC,Address,Location,NetWorth,DefaultBank,,,,,
17857,Kotak Mahindra Bank,PHULWARI SHARIF BRANCH,800485004,KKBK0005655,PHULWARI SHARIF BRANCH   999999,,,0,,,,,
17828,Kotak Mahindra Bank,MARGAO,403485003,KKBK0000702,MARGAO   999999,,,0,,,,,
17811,Kotak Mahindra Bank,SUPELA BRANCH,490485002,KKBK0006424,SUPELA BRANCH   999999,,,0,,,,,
17814,Kotak Mahindra Bank,BHUBANESWAR LEWIS ROAD,751485004,KKBK0007240,BHUBANESWAR LEWIS ROAD   999999,,,0,,,,,
17927,Kotak Mahindra Bank,RAU BRANCH,452485010,KKBK0005948,RAU BRANCH   999999,,,0,,,,,
17946,Kotak Mahindra Bank,HANMAKONDA,506485003,KKBK0007678,HANMAKONDA   999999,,,0,,,,,
17763,Kotak Mahindra Bank,SURAT PARVAT PATIYA,395485034,KKBK0002881,SURAT PARVAT PATIYA   999999,,,0,,,,,
17739,Kotak Mahindra Bank,BARODA NIZAMPURA BRANCH,390485008,KKBK0002749,BARODA NIZAMPURA BRANCH   999999,,,0,,,,,
17791,Kotak Mahindra Bank,SAGUNA MORE BRANCH,800485009,KKBK0005660,SAGUNA MORE BRANCH   999999,,,0,,,,,
17767,Kotak Mahindra Bank,JALANDHAR BASTI BAWA KHEL,144485009,KKBK0004024,JALANDHAR BASTI BAWA KHEL   999999,,,0,,,,,
17645,Kotak Mahindra Bank,MACHILIPATNAM,520485402,KKBK0007850,MACHILIPATNAM   999999,,,0,,,,,
17539,Kotak Mahindra Bank,KARAHIYA BRANCH,486485001,KKBK0005954,KARAHIYA BRANCH   999999,,,0,,,,,
18601,Kotak Mahindra Bank,HANSI BRANCH,125485202,KKBK0004328,HANSI BRANCH   999999,,,0,,,,,
18565,Kotak Mahindra Bank,CHURCHGATE BRANCH,400485050,KKBK0000647,CHURCHGATE BRANCH   999999,,,0,,,,,
18609,Kotak Mahindra Bank,CHAMPAPET HYDERABAD,500485044,KKBK0007474,CHAMPAPET HYDERABAD   999999,,,0,,,,,
18201,Kotak Mahindra Bank,H S R LAYOUT BANGALORE,560485095,KKBK0008072,H S R LAYOUT BANGALORE   999999,,,0,,,,,
18181,Kotak Mahindra Bank,PIMPRI CHINCHWAD - CHAFEKAR CHOWK,411485054,KKBK0002094,PIMPRI CHINCHWAD - CHAFEKAR CHOWK   999999,,,0,,,,,
18211,Kotak Mahindra Bank,ANKLESHWAR,393485051,KKBK0000819,ANKLESHWAR   999999,,,0,,,,,
18170,Kotak Mahindra Bank,PUNE WAGHOLI BRANCH,411485038,KKBK0001793,PUNE WAGHOLI BRANCH   999999,,,0,,,,,
18148,Kotak Mahindra Bank,GANDHIDHAM,370485001,KKBK0000822,GANDHIDHAM   999999,,,0,,,,,
18145,Kotak Mahindra Bank,LBS MARG MULUND BRANCH,400485065,KKBK0001352,LBS MARG MULUND BRANCH   999999,,,0,,,,,
18142,Kotak Mahindra Bank,FANCY BAZAR,781485004,KKBK0009532,FANCY BAZAR   999999,,,0,,,,,
18111,Kotak Mahindra Bank,GHAZIABAD,110485106,KKBK0005295,GHAZIABAD   999999,,,0,,,,,
18280,Kotak Mahindra Bank,JAGADHRI BRANCH,135485002,KKBK0004341,JAGADHRI BRANCH   999999,,,0,,,,,
18351,Kotak Mahindra Bank,DELHI ROAD BRANCH,250485004,KKBK0005148,DELHI ROAD BRANCH   999999,,,0,,,,,
18330,Kotak Mahindra Bank,RAICHUR,584485002,KKBK0008290,RAICHUR   999999,,,0,,,,,
11592,Kotak Mahindra Bank,JYOTI SANGH PATHAR,380485023,KKBK0002569,"KUVA RELIEF ROAD, AHMEDABAD   380001",AHMEDABAD,0,0,,,,,
11599,Kotak Mahindra Bank,REWARI BRANCH,123485002,KKBK0004354,REWARI BRANCH   999999,,,0,,,,,
11549,Kotak Mahindra Bank,KASHMERI GATE BRANCH,110485107,KKBK0004648,KASHMERI GATE BRANCH   999999,,,0,,,,,
11541,Kotak Mahindra Bank,SATARA,415485002,KKBK0002038,SATARA   999999,,,0,,,,,
11639,Kotak Mahindra Bank,HYDERABAD - KUKATPALLY,500485008,KKBK0000560,HYDERABAD - KUKATPALLY   999999,,,0,,,,,
11669,Kotak Mahindra Bank,JAMNAGAR,361485004,KKBK0002937,JAMNAGAR   999999,,,0,,,,,
11665,Kotak Mahindra Bank,RAJKOT KALAVAD ROAD BRANCH,360485007,KKBK0002794,RAJKOT KALAVAD ROAD BRANCH   999999,,,0,,,,,
11498,Kotak Mahindra Bank,GANDHINAGAR HYDERABAD,500485039,KKBK0007473,GANDHINAGAR HYDERABAD   999999,,,0,,,,,
11503,Kotak Mahindra Bank,SECUNDERABAD HYDERABAD,500485018,KKBK0007450,SECUNDERABAD HYDERABAD   999999,,,0,,,,,
11440,Kotak Mahindra Bank,PATNA,800485005,KKBK0005652,PATNA   999999,,,0,,,,,
11114,Kotak Mahindra Bank,DELHI - DWARKA,110485023,KKBK0000193,DELHI - DWARKA   999999,,,0,,,,,
11236,Kotak Mahindra Bank,RAJKOT RINA ROAD BRANCH,360485003,KKBK0002789,RAJKOT RINA ROAD BRANCH   999999,,,0,,,,,
11268,Kotak Mahindra Bank,NAGPUR,440485007,KKBK0001835,NAGPUR   999999,,,0,,,,,
11258,Kotak Mahindra Bank,KORAMANGALA BANGALORE,560485082,KKBK0008079,KORAMANGALA BANGALORE   999999,,,0,,,,,
11344,Kotak Mahindra Bank,NEW MARINE LINES BR,400485061,KKBK0001350,NEW MARINE LINES BR   999999,,,0,,,,,
10671,Kotak Mahindra Bank,CHIKHLI BRANCH BULDANA,443485501,KKBK0001990,CHIKHLI BRANCH BULDANA   999999,,,0,,,,,
10706,Kotak Mahindra Bank,MYLAPORE CHENNAI,600485025,KKBK0008487,MYLAPORE CHENNAI   999999,,,0,,,,,
10649,Kotak Mahindra Bank,CHENNAI - MADIPPAKKAM,600485009,KKBK0000471,CHENNAI - MADIPPAKKAM   999999,,,0,,,,,
10569,Kotak Mahindra Bank,MUNSHI PULIYA BRANCH,226485012,KKBK0005203,MUNSHI PULIYA BRANCH   999999,,,0,,,,,
10534,Kotak Mahindra Bank,BELLANDUR BRANCH,560485104,KKBK0008122,BELLANDUR BRANCH   999999,,,0,,,,,
10546,Kotak Mahindra Bank,SHINGAWE BRANCH,414485502,KKBK0001997,SHINGAWE BRANCH   999999,,,0,,,,,
10819,Kotak Mahindra Bank,UJJAIN,456485002,KKBK0005934,UJJAIN   999999,,,0,,,,,
10930,Kotak Mahindra Bank,JAMNAGAR GIDC BRANCH,361485003,KKBK0002936,JAMNAGAR GIDC BRANCH   999999,,,0,,,,,
9924,Kotak Mahindra Bank,PUNDRI BRANCH,136485202,KKBK0004350,PUNDRI BRANCH   999999,,,0,,,,,
9879,Kotak Mahindra Bank,HARTIARTH VARANASI BRANCH,221485006,KKBK0005322,HARTIARTH VARANASI BRANCH   999999,,,0,,,,,
9880,Kotak Mahindra Bank,SILIGURI HILL CART ROAD,734485003,KKBK0006749,SILIGURI HILL CART ROAD   999999,,,0,,,,,
9820,Kotak Mahindra Bank,GURDASPUR,143485202,KKBK0000264,GURDASPUR   999999,,,0,,,,,
9815,Kotak Mahindra Bank,RAJINDER NAGAR,110485010,KKBK0000179,RAJINDER NAGAR   999999,,,0,,,,,
9674,Kotak Mahindra Bank,DELHI TILAK NAGAR,110485028,KKBK0000199,DELHI TILAK NAGAR   999999,,,0,,,,,
9691,Kotak Mahindra Bank,R K SALAI BRANCH CHENNAI,600485017,KKBK0008476,R K SALAI BRANCH CHENNAI   999999,,,0,,,,,
9716,Kotak Mahindra Bank,LONAVALA KUMAR RESORT BRANCH,410485001,KKBK0001998,LONAVALA KUMAR RESORT BRANCH   999999,,,0,,,,,
9703,Kotak Mahindra Bank,NARAYAN LAXMI ROAD BRANCH,411485025,KKBK0001775,NARAYAN LAXMI ROAD BRANCH   999999,,,0,,,,,
9709,Kotak Mahindra Bank,GURGAON SECTOR  BRANCH,110485140,KKBK0004278,GURGAON SECTOR  BRANCH   999999,,,0,,,,,
9762,Kotak Mahindra Bank,MODEL TOWN NEW DELHI,110485124,KKBK0004619,MODEL TOWN NEW DELHI   999999,,,0,,,,,
9781,Kotak Mahindra Bank,PANIPAT BRANCH,132485002,KKBK0000293,PANIPAT BRANCH   999999,,,0,,,,,
9735,Kotak Mahindra Bank,KUKATPALLY HYDERABAD,500485020,KKBK0007457,KUKATPALLY HYDERABAD   999999,,,0,,,,,
9553,Kotak Mahindra Bank,GANDHINAGAR,380485008,KKBK0000879,GANDHINAGAR   999999,,,0,,,,,
9528,Kotak Mahindra Bank,DOULTABAD,509485502,KKBK0008353,DOULTABAD   999999,,,0,,,,,
9454,Kotak Mahindra Bank,KOTAK CREDIT CARD BRANCH,400485002,KKBK000CCRD,KOTAK CREDIT CARD BRANCH   999999,,,0,,,,,
9468,Kotak Mahindra Bank,MULUND BRANCH,400485103,KKBK0001432,MULUND BRANCH   999999,,,0,,,,,
9480,Kotak Mahindra Bank,MAVDI,360485013,KKBK0002803,MAVDI   999999,,,0,,,,,
9413,Kotak Mahindra Bank,ELLAKKUDY BRANCH,620485003,KKBK0008756,ELLAKKUDY BRANCH   999999,,,0,,,,,
9439,Kotak Mahindra Bank,SALEM,636485002,KKBK0000521,SALEM   999999,,,0,,,,,
9394,Kotak Mahindra Bank,MAYILADUTHURAI BRANCH TAMILNADU,609485002,KKBK0008766,MAYILADUTHURAI BRANCH TAMILNADU   999999,,,0,,,,,
9377,Kotak Mahindra Bank,SANATHNAGAR HYDERABAD,500485037,KKBK0007469,SANATHNAGAR HYDERABAD   999999,,,0,,,,,
10440,Kotak Mahindra Bank,HADAPSAR BRANCH PUNE,411485013,KKBK0001752,HADAPSAR BRANCH PUNE   999999,,,0,,,,,
10441,Kotak Mahindra Bank,CHENNAI PURAM BRANCH,600485021,KKBK0008481,CHENNAI PURAM BRANCH   999999,,,0,,,,,
10481,Kotak Mahindra Bank,BIRHANA ROAD BRANCH,208485005,KKBK0005131,BIRHANA ROAD BRANCH   999999,,,0,,,,,
10446,Kotak Mahindra Bank,AMRAVATI BRANCH,444485101,KKBK0002048,AMRAVATI BRANCH   999999,,,0,,,,,
10451,Kotak Mahindra Bank,SILIGURI BRANCH,734485002,KKBK0006742,SILIGURI BRANCH   999999,,,0,,,,,
10341,Kotak Mahindra Bank,GOPALGANJ BRANCH,841485102,KKBK0005633,GOPALGANJ BRANCH   999999,,,0,,,,,
10299,Kotak Mahindra Bank,VIKROLI WEST BRANCH,400485100,KKBK0001429,VIKROLI WEST BRANCH   999999,,,0,,,,,
10233,Kotak Mahindra Bank,DHULE BRANCH,424485001,KKBK0002049,DHULE BRANCH   999999,,,0,,,,,
10131,Kotak Mahindra Bank,GNSTREET CHENNAI,600485027,KKBK0008483,GNSTREET CHENNAI   999999,,,0,,,,,
10119,Kotak Mahindra Bank,PATPARGANJ BR,110485081,KKBK0004590,PATPARGANJ BR   999999,,,0,,,,,
9995,Kotak Mahindra Bank,GARIA KOLKATA,700485031,KKBK0006577,GARIA KOLKATA   999999,,,0,,,,,
9993,Kotak Mahindra Bank,SIDDIAMBER BAZAR HYDERABAD,500485014,KKBK0007452,SIDDIAMBER BAZAR HYDERABAD   999999,,,0,,,,,
10006,Kotak Mahindra Bank,MAHESANA,384485001,KKBK0000813,MAHESANA   999999,,,0,,,,,
10017,Kotak Mahindra Bank,JAMMU,180485001,KKBK0000161,JAMMU   999999,,,0,,,,,
13016,Kotak Mahindra Bank,KALWAR,302485021,KKBK0003555,KALWAR   999999,,,0,,,,,
13070,Kotak Mahindra Bank,BANDRA KURLA COMPLEX BKC MUMBAI,400485121,KKBK0001405,BANDRA KURLA COMPLEX BKC MUMBAI   999999,,,0,,,,,
13061,Kotak Mahindra Bank,SEVEN BUNGALOW BRANCH ANDHERI,400485079,KKBK0001242,SEVEN BUNGALOW BRANCH ANDHERI   999999,,,0,,,,,
13039,Kotak Mahindra Bank,DILSUKNAGAR HYDERABAD,500485035,KKBK0007472,DILSUKNAGAR HYDERABAD   999999,,,0,,,,,
13045,Kotak Mahindra Bank,RAMKATORA BRANCH,221485004,KKBK0005306,RAMKATORA BRANCH   999999,,,0,,,,,
12859,Kotak Mahindra Bank,SURAT - RING ROAD,395485004,KKBK0000876,SURAT - RING ROAD   999999,,,0,,,,,
12860,Kotak Mahindra Bank,SURAT VARACHHA RD,395485008,KKBK0000885,SURAT VARACHHA RD   999999,,,0,,,,,
12883,Kotak Mahindra Bank,ADAMPUR BRANCH,800485010,KKBK0005661,ADAMPUR BRANCH   999999,,,0,,,,,
12961,Kotak Mahindra Bank,GAYA BRANCH,823485002,KKBK0005702,GAYA BRANCH   999999,,,0,,,,,
12927,Kotak Mahindra Bank,JAIPUR DURGAPURA,302485023,KKBK0003559,JAIPUR DURGAPURA   999999,,,0,,,,,
13311,Kotak Mahindra Bank,JODHPUR PAL ROAD,342485004,KKBK0003631,JODHPUR PAL ROAD   999999,,,0,,,,,
13342,Kotak Mahindra Bank,KALOL,380485044,KKBK0003022,KALOL   999999,,,0,,,,,
13336,Kotak Mahindra Bank,BHOPAL INDRAPURI BHEL,462485008,KKBK0005892,BHOPAL INDRAPURI BHEL   999999,,,0,,,,,
13328,Kotak Mahindra Bank,SOMAJIGUDA - HYDERABAD,500485003,KKBK0000552,SOMAJIGUDA - HYDERABAD   999999,,,0,,,,,
13329,Kotak Mahindra Bank,DELHI - RAJOURI GARDEN,110485038,KKBK0000209,DELHI - RAJOURI GARDEN   999999,,,0,,,,,
13374,Kotak Mahindra Bank,SMVIT BANGALORE,560485077,KKBK0008084,SMVIT BANGALORE   999999,,,0,,,,,
13390,Kotak Mahindra Bank,DHARWAR,580485302,KKBK0008191,DHARWAR   999999,,,0,,,,,
13249,Kotak Mahindra Bank,PRERNATIRTH BRANCH,380485025,KKBK0002570,PRERNATIRTH BRANCH   999999,,,0,,,,,
13220,Kotak Mahindra Bank,RISHABHDEO BRANCH,313485501,KKBK0000276,RISHABHDEO BRANCH   999999,,,0,,,,,
13269,Kotak Mahindra Bank,VANASTHALIPURAM HYDERABAD,500485023,KKBK0007460,VANASTHALIPURAM HYDERABAD   999999,,,0,,,,,
13259,Kotak Mahindra Bank,DEFENCE COLONY NEW DELHI,110485120,KKBK0004620,DEFENCE COLONY NEW DELHI   999999,,,0,,,,,
13267,Kotak Mahindra Bank,CHITRADURGA,577485502,KKBK0008242,CHITRADURGA   999999,,,0,,,,,
13255,Kotak Mahindra Bank,MATUNGA BRANCH,400485049,KKBK0000644,MATUNGA BRANCH   999999,,,0,,,,,
13168,Kotak Mahindra Bank,PAUD ROAD BRANCH PUNE,411485011,KKBK0001751,PAUD ROAD BRANCH PUNE   999999,,,0,,,,,
13150,Kotak Mahindra Bank,SARDAR PATEL ROAD HYDERABAD,500485019,KKBK0007456,SARDAR PATEL ROAD HYDERABAD   999999,,,0,,,,,
13945,Kotak Mahindra Bank,AMEERPET HYDERABAD,500485016,KKBK0007453,AMEERPET HYDERABAD   999999,,,0,,,,,
13975,Kotak Mahindra Bank,BANGALORE -JP NAGAR SEVENTH PHASE,560485117,KKBK0008128,BANGALORE -JP NAGAR SEVENTH PHASE   999999,,,0,,,,,
13878,Kotak Mahindra Bank,HASTHINAPURAM,600485049,KKBK0008795,HASTHINAPURAM   999999,,,0,,,,,
13876,Kotak Mahindra Bank,RAJENDRA NAGAR BRANCH,800485011,KKBK0005663,RAJENDRA NAGAR BRANCH   999999,,,0,,,,,
13922,Kotak Mahindra Bank,TIRUVANNAMALAI,606485003,KKBK0008786,TIRUVANNAMALAI   999999,,,0,,,,,
13894,Kotak Mahindra Bank,CROSS CUT ROAD GANDHIPURAM BRANCH,641485010,KKBK0008662,CROSS CUT ROAD GANDHIPURAM BRANCH   999999,,,0,,,,,
13800,Kotak Mahindra Bank,RANDHAWA,144485877,KKBK0004085,RANDHAWA   999999,,,0,,,,,
13801,Kotak Mahindra Bank,CHANDANAGAR MAIN ROAD BRANCH,500485022,KKBK0007489,CHANDANAGAR MAIN ROAD BRANCH   999999,,,0,,,,,
13723,Kotak Mahindra Bank,PALAMANER,517485682,KKBK0007864,PALAMANER   999999,,,0,,,,,
13757,Kotak Mahindra Bank,CHENNAI - PARRY,600485005,KKBK0000464,CHENNAI - PARRY   999999,,,0,,,,,
13759,Kotak Mahindra Bank,KOLHAPUR,416485003,KKBK0001929,KOLHAPUR   999999,,,0,,,,,
13782,KOTAK MAHINDRA BANK,AHMEDABAD SAKAR BAZAR,380485038,KKBK0002580,289 SAKAR BAZAR OPP MASKATI  MARKRT GATE NO 2   380002,AHMEDABAD,0,0,,,,,
13637,Kotak Mahindra Bank,PALSANA,394485502,KKBK0000881,PALSANA   999999,,,0,,,,,
13589,Kotak Mahindra Bank,VIJAYAWADA,520485002,KKBK0000571,VIJAYAWADA   999999,,,0,,,,,
13621,Kotak Mahindra Bank,MANDYA,571485502,KKBK0008275,MANDYA   999999,,,0,,,,,
13571,Kotak Mahindra Bank,KHAMMAM,507485003,KKBK0008362,KHAMMAM   999999,,,0,,,,,
13516,Kotak Mahindra Bank,RAM NAGAR HANMAKONDA,506485006,KKBK0007681,RAM NAGAR HANMAKONDA   999999,,,0,,,,,
13481,Kotak Mahindra Bank,BHIWANI BRANCH,127485002,KKBK0004370,BHIWANI BRANCH   999999,,,0,,,,,
11762,Kotak Mahindra Bank,BOMIKHAL BRANCH,751485007,KKBK0007247,BOMIKHAL BRANCH   999999,,,0,,,,,
11777,Kotak Mahindra Bank,PANCHPEDI NAKA BRANCH,492485007,KKBK0006408,PANCHPEDI NAKA BRANCH   999999,,,0,,,,,
11688,Kotak Mahindra Bank,MANESAR,110485014,KKBK0000285,MANESAR   999999,,,0,,,,,
11685,Kotak Mahindra Bank,BHOPAL BAIRAGARH,462485009,KKBK0005893,BHOPAL BAIRAGARH   999999,,,0,,,,,
11758,Kotak Mahindra Bank,SANGAMNER BRANCH,422485201,KKBK0002043,SANGAMNER BRANCH   999999,,,0,,,,,
11941,Kotak Mahindra Bank,ANAND BUNGLOW CHOWK RAJKOT BRANCH,360485010,KKBK0002798,ANAND BUNGLOW CHOWK RAJKOT BRANCH   999999,,,0,,,,,
11975,Kotak Mahindra Bank,ICHALKARANJI BRANCH,416485201,KKBK0001932,ICHALKARANJI BRANCH   999999,,,0,,,,,
11845,Kotak Mahindra Bank,HUBLI,580485003,KKBK0008190,HUBLI   999999,,,0,,,,,
11835,Kotak Mahindra Bank,RAJAJI PURAM BRANCH,226485014,KKBK0005205,RAJAJI PURAM BRANCH   999999,,,0,,,,,
12112,Kotak Mahindra Bank,SURAT UDHNA ROAD,395485018,KKBK0002854,SURAT UDHNA ROAD   999999,,,0,,,,,
11978,Kotak Mahindra Bank,VASTRAPUR BRANCH,380485028,KKBK0002573,VASTRAPUR BRANCH   999999,,,0,,,,,
12160,Kotak Mahindra Bank,PANVEL BRANCH,400485084,KKBK0001369,PANVEL BRANCH   999999,,,0,,,,,
12139,Kotak Mahindra Bank,THANE POKHRAN ROAD NO ONE BRANCH,400485088,KKBK0001374,THANE POKHRAN ROAD NO ONE BRANCH   999999,,,0,,,,,
12144,Kotak Mahindra Bank,ALLAHABAD,211485002,KKBK0000137,ALLAHABAD   999999,,,0,,,,,
12178,Kotak Mahindra Bank,CHHATRAPATI SAMBHAJI NAGAR NIRALA BAZAR,431485004,KKBK0001946,CHHATRAPATI SAMBHAJI NAGAR NIRALA BAZAR   999999,,,0,,,,,
12249,Kotak Mahindra Bank,BHUJ BRANCH,370485051,KKBK0000847,BHUJ BRANCH   999999,,,0,,,,,
12222,Kotak Mahindra Bank,AZAMGARH BRANCH,276485051,KKBK0005313,AZAMGARH BRANCH   999999,,,0,,,,,
12332,Kotak Mahindra Bank,AMBAWADI BRANCH,380485051,KKBK0002605,AMBAWADI BRANCH   999999,,,0,,,,,
12532,Kotak Mahindra Bank,BANGALORE WHITE FIELD,560485024,KKBK0008042,BANGALORE WHITE FIELD   999999,,,0,,,,,
12534,Kotak Mahindra Bank,JAMNAGAR TOWN HALL ROAD,361485002,KKBK0000829,JAMNAGAR TOWN HALL ROAD   999999,,,0,,,,,
12489,Kotak Mahindra Bank,GANGANAGAR MURBA OPP SG COLLEGE BR,335485002,KKBK0003718,GANGANAGAR MURBA OPP SG COLLEGE BR   999999,,,0,,,,,
12474,Kotak Mahindra Bank,BAGAUTA BRANCH CHHATARPUR,471485001,KKBK0005919,BAGAUTA BRANCH CHHATARPUR   999999,,,0,,,,,
12619,Kotak Mahindra Bank,HUZURABAD,505485202,KKBK0008356,HUZURABAD   999999,,,0,,,,,
12622,Kotak Mahindra Bank,NEW DELHI - CONNAUGHT PLACE,110485003,KKBK0000172,NEW DELHI - CONNAUGHT PLACE   999999,,,0,,,,,
12606,Kotak Mahindra Bank,VADAJ BRANCH,380485037,KKBK0002590,VADAJ BRANCH   999999,,,0,,,,,
12617,Kotak Mahindra Bank,NEELAGIRI BRANCH,613485002,KKBK0008758,NEELAGIRI BRANCH   999999,,,0,,,,,
12582,Kotak Mahindra Bank,NANDYAL,518485102,KKBK0007859,NANDYAL   999999,,,0,,,,,
12653,Kotak Mahindra Bank,SURAJPUR,110485122,KKBK0005304,SURAJPUR   999999,,,0,,,,,
12674,Kotak Mahindra Bank,SACHIN BRANCH,395485006,KKBK0000884,SACHIN BRANCH   999999,,,0,,,,,
12684,Kotak Mahindra Bank,BANGUR AVENUE BRANCH,700485038,KKBK0006605,BANGUR AVENUE BRANCH   999999,,,0,,,,,
12695,Kotak Mahindra Bank,SURAT,395485002,KKBK0000871,SURAT   999999,,,0,,,,,
12727,Kotak Mahindra Bank,KALHER BRANCH,400485140,KKBK0001435,KALHER BRANCH   999999,,,0,,,,,
12708,Kotak Mahindra Bank,KHADAK MALEGAON NIPHAD BRANCH,422485508,KKBK0001883,KHADAK MALEGAON NIPHAD BRANCH   999999,,,0,,,,,
12709,Kotak Mahindra Bank,BHARUCH KASAK CIRCLE BRANCH,392485002,KKBK0003015,BHARUCH KASAK CIRCLE BRANCH   999999,,,0,,,,,
12774,Kotak Mahindra Bank,GANGTOK BRANCH,737485002,KKBK0009552,GANGTOK BRANCH   999999,,,0,,,,,
12807,Kotak Mahindra Bank,R S PURAM,641485003,KKBK0000490,R S PURAM   999999,,,0,,,,,
12786,Kotak Mahindra Bank,MYSORE,570485002,KKBK0000425,MYSORE   999999,,,0,,,,,
12853,Kotak Mahindra Bank,ELURU,534485002,KKBK0007827,ELURU   999999,,,0,,,,,
12837,Kotak Mahindra Bank,BHADRAVATHI,577485205,KKBK0008231,BHADRAVATHI   999999,,,0,,,,,
7373,Kotak Mahindra Bank,AHMEDABAD-CHANGODAR,380485005,KKBK0000158,AHMEDABAD-CHANGODAR   999999,,,0,,,,,
7384,Kotak Mahindra Bank,PANDRTI MARKET BRANCH,492485004,KKBK0006402,PANDRTI MARKET BRANCH   999999,,,0,,,,,
7364,Kotak Mahindra Bank,GREEN PARK BRANCH,110485063,KKBK0004575,GREEN PARK BRANCH   999999,,,0,,,,,
7336,Kotak Mahindra Bank,LASHKAR PARANGA BRANCH,474485002,KKBK0005927,LASHKAR PARANGA BRANCH   999999,,,0,,,,,
7347,Kotak Mahindra Bank,KHARGHAR BRANCH,400485068,KKBK0001356,KHARGHAR BRANCH   999999,,,0,,,,,
7415,Kotak Mahindra Bank,THUBRAHALLI BRANCH,560485103,KKBK0008121,THUBRAHALLI BRANCH   999999,,,0,,,,,
7494,Kotak Mahindra Bank,GURGAON JMD GALLERIA,110485128,KKBK0004266,GURGAON JMD GALLERIA   999999,,,0,,,,,
7496,Kotak Mahindra Bank,JAYANAGAR BANGALORE,560485056,KKBK0008058,JAYANAGAR BANGALORE   999999,,,0,,,,,
7499,Kotak Mahindra Bank,VIBHAV KAND BRANCH,226485013,KKBK0005204,VIBHAV KAND BRANCH   999999,,,0,,,,,
7523,Kotak Mahindra Bank,NARANPURA BRANCH,380485011,KKBK0000838,NARANPURA BRANCH   999999,,,0,,,,,
7470,Kotak Mahindra Bank,PONNUR,522485602,KKBK0007871,PONNUR   999999,,,0,,,,,
7478,Kotak Mahindra Bank,ANDHERI,400485017,KKBK0000962,ANDHERI   999999,,,0,,,,,
7569,Kotak Mahindra Bank,KATARGAM BRANCH,395485011,KKBK0002849,KATARGAM BRANCH   999999,,,0,,,,,
7536,Kotak Mahindra Bank,HARANGUK BK BRANCH,413485601,KKBK0002044,HARANGUK BK BRANCH   999999,,,0,,,,,
7546,Kotak Mahindra Bank,KOLKATA HARISH MUKHERJEE RD BRANCH,700485019,KKBK0006583,KOLKATA HARISH MUKHERJEE RD BRANCH   999999,,,0,,,,,
7590,Kotak Mahindra Bank,DELHI - OKHLA,110485032,KKBK0000205,DELHI - OKHLA   999999,,,0,,,,,
7606,Kotak Mahindra Bank,DHANBAD,826485002,KKBK0000150,DHANBAD   999999,,,0,,,,,
7154,Kotak Mahindra Bank,VERAVAL BRANCH,362485051,KKBK0003039,VERAVAL BRANCH   999999,,,0,,,,,
7116,Kotak Mahindra Bank,GOL PARK BRANCH,700485015,KKBK0006567,GOL PARK BRANCH   999999,,,0,,,,,
7248,Kotak Mahindra Bank,RAJAJI NAGAR BANGALORE,560485090,KKBK0008078,RAJAJI NAGAR BANGALORE   999999,,,0,,,,,
7249,Kotak Mahindra Bank,NASIK,422485005,KKBK0001912,NASIK   999999,,,0,,,,,
7253,Kotak Mahindra Bank,LAXMI SAGAR BRANCH,751485005,KKBK0007242,LAXMI SAGAR BRANCH   999999,,,0,,,,,
7254,Kotak Mahindra Bank,JAMSHEDPUR BRANCH,831485003,KKBK0005703,JAMSHEDPUR BRANCH   999999,,,0,,,,,
7257,Kotak Mahindra Bank,DELHI - JANAKPURI,110485031,KKBK0000204,DELHI - JANAKPURI   999999,,,0,,,,,
7276,Kotak Mahindra Bank,AHMEDNAGAR,414485001,KKBK0000695,AHMEDNAGAR   999999,,,0,,,,,
7280,Kotak Mahindra Bank,BAVDHAN,411485046,KKBK0001805,BAVDHAN   999999,,,0,,,,,
7211,Kotak Mahindra Bank,FARIDABAD BRANCH,110485065,KKBK0004329,FARIDABAD BRANCH   999999,,,0,,,,,
7220,Kotak Mahindra Bank,HYDERABAD GACHIBOWLY,500485007,KKBK0000555,HYDERABAD GACHIBOWLY   999999,,,0,,,,,
7168,Kotak Mahindra Bank,TARAPUR,400485028,KKBK0000672,TARAPUR   999999,,,0,,,,,
7169,Kotak Mahindra Bank,JAWAHAR MARG INDORE,452485009,KKBK0005937,JAWAHAR MARG INDORE   999999,,,0,,,,,
7170,Kotak Mahindra Bank,MODEL TOWN,110485012,KKBK0000185,MODEL TOWN   999999,,,0,,,,,
7181,Kotak Mahindra Bank,MUMBAI MALAD E UPPER GOVIND NAGAR,400485125,KKBK0001409,MUMBAI MALAD E UPPER GOVIND NAGAR   999999,,,0,,,,,
7178,Kotak Mahindra Bank,JAMBHALI BRANCH KOLHAPUR,416485504,KKBK0001926,JAMBHALI BRANCH KOLHAPUR   999999,,,0,,,,,
7737,Kotak Mahindra Bank,DURGAPUR,713485202,KKBK0006747,DURGAPUR   999999,,,0,,,,,
7790,Kotak Mahindra Bank,KRISHA NAGAR BRANCH DELHI,110485087,KKBK0004599,KRISHA NAGAR BRANCH DELHI   999999,,,0,,,,,
7795,Kotak Mahindra Bank,BHOSARI BRANCH,411485024,KKBK0001774,BHOSARI BRANCH   999999,,,0,,,,,
7819,Kotak Mahindra Bank,BARODA CHHANI,390485011,KKBK0003024,BARODA CHHANI   999999,,,0,,,,,
7820,Kotak Mahindra Bank,KIRTI NAGAR BRANCH,110485058,KKBK0000221,KIRTI NAGAR BRANCH   999999,,,0,,,,,
